"Palabra clave",Dificultad,Posición,"Posición anterior","Posición de las Funciones SERP","Vol. de búsqueda","Intención de búsqueda","Funciones SERP",Competencia,CPC,URL,Tráfico,"Cuota del tráfico","Coste del tráfico"
"departamentos recursos humanos",8,25,19,,170,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.09,1.1,https://www.openhr.cloud/blog/departamento-recursos-humanos,1,0.13,1.1
"dep recursos humanos",12,12,11,,170,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.09,1.1,https://www.openhr.cloud/blog/departamento-recursos-humanos,1,0.13,1.1
"como realizarlo",8,11,17,,480,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA",0,0,https://www.openhr.cloud/blog/proceso-de-onboarding,1,0.13,0
"reclutamiento y seleccion de personal",7,1,1,"Vistas creadas con IA",170,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.18,2.38,https://www.openhr.cloud/blog/seleccion-y-reclutamiento-de-personal,1,0.13,2.38
"reclutamiento y seleccion de personal",7,20,16,,170,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.18,2.38,https://www.openhr.cloud/blog/seleccion-y-reclutamiento-de-personal,1,0.13,2.38
"parte de trabajo",39,27,,Imágenes,1100,"I, N","Reseñas, Enlaces del sitio, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0.17,1.05,https://www.openhr.cloud/blog/partes-de-trabajo,1,0.13,1.05
"organigrama de una empresas",5,25,57,,70,I,"Reseñas, Vídeo, Preguntas relacionadas, Búsquedas relacionadas",0.01,0.09,https://www.openhr.cloud/blog/organigrama-de-empresa,1,0.13,0.09
"organigramas de una empresas",5,13,44,,70,I,"Reseñas, Vídeo, Preguntas relacionadas, Búsquedas relacionadas",0.01,0.09,https://www.openhr.cloud/blog/organigrama-de-empresa,1,0.13,0.09
"software laboral",21,20,,,70,I,"Reseñas, Vídeo, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0.35,2.46,https://www.openhr.cloud/,1,0.13,2.46
"plantilla turnos de trabajo",6,17,63,,70,I,"Reseñas, Vídeo, Imágenes, Búsquedas relacionadas",0.55,1.03,https://lp.openhr.cloud/plantilla-horarios-y-turnos,1,0.13,1.03
"q significa recursos humanos",19,9,9,,140,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.04,0,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,1,0.13,0
"foodbox portal del empleado",16,3,3,,10,I,"Vídeo, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0
"herramientas recursos humanos",8,3,3,,30,I,"Reseñas, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.81,2.88,https://www.openhr.cloud/blog/las-10-imprescindibles-herramientas-de-recursos-humanos,1,0.13,2.88
"herramientas de seleccion de personal",7,5,5,,30,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.46,4.7,https://www.openhr.cloud/blog/herramientas-para-el-reclutamiento-y-seleccion-de-personal,1,0.13,4.7
"plataforma de recursos humanos",71,1,1,"Vistas creadas con IA",50,I,"Reseñas, Preguntas relacionadas, Imágenes, Anuncios al final, Vistas creadas con IA, Búsquedas relacionadas",0.72,4.83,https://www.openhr.cloud/,1,0.13,4.83
"caracteristicas del mobbing",5,5,5,,20,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/acoso-laboral,1,0.13,0
"evaluacion por objetivos en las empresas",11,2,2,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/evaluacion-de-objetivos-que-es-y-como-llevarla-a-cabo-en-tu-empresa,1,0.13,0
"organigrama empresarial ejemplos",6,20,16,Imagen,140,I,"Reseñas, Vídeo, Preguntas relacionadas, Búsquedas relacionadas, Imagen",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,1,0.13,0
"diseño de sistema de turnos de trabajo",7,1,1,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/turnos-de-trabajo,1,0.13,0
"sistema recursos humanos open source",12,3,3,,10,I,"Reseñas, Búsquedas relacionadas",0,0,https://www.openhr.cloud/,1,0.13,0
"comunicacion interna en recursos humanos",7,1,1,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/comunicacion-interna,1,0.13,0
"team building significado",13,30,76,,140,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.16,0.07,https://www.openhr.cloud/blog/team-building,1,0.13,0.07
"sistema de evaluacion de desempeño",12,1,,"Vistas creadas con IA",170,I,"Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA",0.14,1.01,https://www.openhr.cloud/blog/evaluacion-del-desempeno,1,0.13,1.01
"estrategia de branding",10,18,,Imágenes,320,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.18,0.79,https://www.openhr.cloud/blog/9-claves-para-implantar-una-estrategia-de-employer-branding,1,0.13,0.79
"rrhh que es",22,21,9,,480,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.03,0.51,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,1,0.13,0.51
"plantilla vacaciones empleados",15,7,7,,40,I,"Reseñas, Vídeo, Imágenes, Búsquedas relacionadas",0.35,0,https://lp.openhr.cloud/es/plantilla-excel-vacaciones,1,0.13,0
"comfica portal del empleado",18,3,3,,10,I,"Reseñas, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0
"portal del empleado hutchinson",3,4,4,,10,I,"Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0
"partes de trabajo para imprimir",5,9,24,,70,I,"Reseñas, Vídeo, Preguntas relacionadas, Búsquedas relacionadas",0.3,0,https://www.openhr.cloud/blog/partes-de-trabajo,1,0.13,0
"herramientas de recursos humanos",8,5,5,,30,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.25,0.66,https://www.openhr.cloud/blog/las-10-imprescindibles-herramientas-de-recursos-humanos,1,0.13,0.66
"organizacion por equipos de trabajo",5,1,1,,10,I,"Reseñas, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/gestionar-la-empresa-por-equipos-de-trabajo-o-por-departamentos-cual-es-la-mejor-opcion,1,0.13,0
"sistema de organizacion por equipos de trabajo",7,2,2,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Anuncios al final, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/gestionar-la-empresa-por-equipos-de-trabajo-o-por-departamentos-cual-es-la-mejor-opcion,1,0.13,0
"software recursos humanos open source",22,3,3,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Anuncios al final, Búsquedas relacionadas",0.81,2.19,https://www.openhr.cloud/,1,0.13,2.19
"programas recursos humanos",32,13,23,,90,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.65,7.29,https://www.openhr.cloud/,1,0.13,7.29
"retencion del talento",6,1,,"Vistas creadas con IA",90,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.09,0.63,https://www.openhr.cloud/blog/retencion-de-talento,1,0.13,0.63
"compensacion empresarial concepto",7,4,4,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/compensacion-beneficios-que-es-y-su-importancia,1,0.13,0
"recursos humanos funciones",9,25,31,,170,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.05,0.04,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,1,0.13,0.04
"portal empleado jd",8,30,36,Imágenes,90,I,"Vídeo, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0
"portal del empleado jd",9,29,,Imágenes,90,I,"Reseñas, Vídeo, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0
"portal del empleado valeo",9,24,24,,40,I,"Reseñas, Preguntas relacionadas, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0
"portal del empleado hospital ramon y cajal",10,29,44,Reseñas,90,I,"Reseñas, Vídeo, Preguntas relacionadas, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0
"reclutamiento interno",4,15,18,,90,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.03,0.03,https://www.openhr.cloud/blog/reclutamiento-interno,1,0.13,0.03
"selección y reclutamiento",7,21,15,,70,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0.1,3.49,https://www.openhr.cloud/blog/seleccion-y-reclutamiento-de-personal,1,0.13,3.49
"la comunicacion interna",15,5,5,,20,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Panel de información, Vistas creadas con IA, Búsquedas relacionadas",0.01,0,https://www.openhr.cloud/blog/comunicacion-interna,1,0.13,0
"la comunicación interna en una empresa se clasifica en",6,3,3,,10,I,"Reseñas, Vídeo, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/comunicacion-interna,1,0.13,0
"portal del empleado concesur",15,2,2,,10,I,"Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0
"portal empleado concesur",15,2,2,,10,I,"Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0
"portal del empleado itma",11,27,27,,50,I,"Reseñas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0
"interbus portal empleado",23,18,39,Reseñas,70,I,"Reseñas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0
"portal del empleado hospital infanta sofia",7,24,24,,40,I,"Vídeo, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0
"organigramas de recursos humanos",5,22,17,,110,I,"Reseñas, Vídeo, Preguntas relacionadas, Búsquedas relacionadas",0.01,0,https://www.openhr.cloud/blog/organigrama-de-empresa,1,0.13,0
"portal empleado groundforce",9,21,,Imágenes,70,I,"Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0
"el portal del empleado sisley",21,3,3,,40,"I, N","Enlaces del sitio, Preguntas relacionadas, Imágenes",0,0,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0
"portal empleado garda",7,30,42,Reseñas,110,I,"Reseñas, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0
"portal del empleado damas",10,14,27,Reseñas,50,I,"Reseñas, Vídeo, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0
"portal del empleado dimoba",5,20,,Reseñas,70,I,"Reseñas, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0
"portal del empleado vgrs",11,2,2,,10,I,"Vídeo, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0
"portal del empleado coxgomyl",5,2,2,,10,I,"Preguntas relacionadas, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0
"portal empleados bk",4,28,38,Reseñas,90,I,"Reseñas, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0
"base de datos de empleados",5,1,,"Vistas creadas con IA",50,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Anuncios al final, Vistas creadas con IA, Búsquedas relacionadas",0.4,1,https://www.openhr.cloud/es/datos-de-empleados,1,0.13,1
"realizar organigrama",21,23,23,,30,I,"Reseñas, Vídeo, Imágenes, Búsquedas relacionadas",0.42,0.02,https://www.openhr.cloud/es/organigrama-corporativo,1,0.13,0.02
"portal laboral coviran",18,19,19,,40,I,"Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0
"ambiente toxico en el trabajo",5,1,1,"Vistas creadas con IA",90,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.01,0,https://www.openhr.cloud/blog/ambiente-laboral-toxico,1,0.13,0
"openhr app",8,10,9,"Preguntas relacionadas",140,"L, C","Reseñas, Preguntas relacionadas, GBP, Búsquedas relacionadas",0.44,0.45,https://www.openhr.cloud/,1,0.13,0.45
"openhr app",8,12,27,,140,"L, C","Reseñas, Preguntas relacionadas, GBP, Búsquedas relacionadas",0.44,0.45,https://lp.openhr.cloud/portal-del-empleado,1,0.13,0.45
"openhr app",8,7,10,Reseñas,140,"L, C","Reseñas, Preguntas relacionadas, GBP, Búsquedas relacionadas",0.44,0.45,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0.45
"openhr app",8,16,72,"GBP, Reseñas",140,"L, C","Reseñas, Preguntas relacionadas, GBP, Búsquedas relacionadas",0.44,0.45,http://www.openhr.cloud/,1,0.13,0.45
"onboarding empresa",15,14,25,,140,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.35,1.18,https://www.openhr.cloud/blog/onboarding-para-empresa,1,0.13,1.18
"rotacion de personal",15,15,12,,90,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/rotacion-de-personal,1,0.13,0
"ambiente laboral toxico",12,1,1,"Vistas creadas con IA",110,I,"Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA",0,0,https://www.openhr.cloud/blog/ambiente-laboral-toxico,1,0.13,0
"comunicacion interna recursos humanos",8,1,1,,10,I,"Reseñas, Preguntas relacionadas, Imágenes, Anuncios al final, Vistas creadas con IA, Búsquedas relacionadas, Anuncios intermedios",0.07,0,https://www.openhr.cloud/blog/comunicacion-interna,1,0.13,0
"cena navidad empresa",3,29,,Imágenes,320,I,"Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0.27,0.89,https://www.openhr.cloud/blog/importancia-de-la-cena-de-navidad-en-tu-empresa,1,0.13,0.89
"programa fichaje trabajadores",15,23,,Reseñas,110,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0.98,2.69,https://www.openhr.cloud/es/software-control-horario,1,0.13,2.69
"generate org chart",46,17,17,,40,I,"Reseñas, Vídeo, Imágenes, Búsquedas relacionadas",0.48,0.44,https://www.openhr.cloud/en/organisation-chart,1,0.13,0.44
"portal del empleado barna porters",10,26,42,Reseñas,110,I,"Reseñas, Preguntas relacionadas, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0
"portal del empleado ryanair",18,19,,Imágenes,170,I,"Reseñas, Vídeo, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0
"portal del empleado ryanair",18,30,,Imágenes,170,I,"Reseñas, Vídeo, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/portal-del-empleado,1,0.13,0
"cena de navidad de empresa",3,1,,"Vistas creadas con IA",90,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.31,0.83,https://www.openhr.cloud/blog/importancia-de-la-cena-de-navidad-en-tu-empresa,1,0.13,0.83
"software rrhh open source",13,4,4,,10,I,"Reseñas, Vídeo, Búsquedas relacionadas",0,0,https://www.openhr.cloud/,1,0.13,0
"gestion control horario",20,6,6,,10,I,"Reseñas, Vídeo, Búsquedas relacionadas",0.88,2.01,https://www.openhr.cloud/blog/control-horario,1,0.13,2.01
"clima laboral que es",7,27,25,,90,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.04,0.01,https://www.openhr.cloud/blog/clima-laboral,1,0.13,0.01
"clima laboral que es",7,1,,"Vistas creadas con IA",90,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.04,0.01,https://www.openhr.cloud/blog/clima-laboral,1,0.13,0.01
"comunicación interna de recursos humanos",7,1,1,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/comunicacion-interna,1,0.13,0
"comunicación interna rrhh",8,2,2,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/comunicacion-interna,1,0.13,0
"departamentos de una empresa organigrama",3,17,21,,70,I,"Reseñas, Vídeo, Preguntas relacionadas, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,1,0.13,0
"ejemplo organigrama empresa",9,17,19,,70,I,"Reseñas, Vídeo, Preguntas relacionadas, Búsquedas relacionadas",0.01,0,https://www.openhr.cloud/blog/organigrama-de-empresa,1,0.13,0
"que es el organigrama de una empresa",4,26,,Imágenes,320,I,"Fragmentos destacados, Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0.02,0.01,https://www.openhr.cloud/blog/organigrama-de-empresa,1,0.13,0.01
"que es el organigrama de una empresa",4,8,6,Imágenes,320,I,"Fragmentos destacados, Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0.02,0.01,https://www.openhr.cloud/blog/organigrama-de-empresa,1,0.13,0.01
"que es la evaluación del desempeño",16,1,,"Vistas creadas con IA",70,I,"Reseñas, Vídeo, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0.1,0.01,https://www.openhr.cloud/blog/evaluacion-del-desempeno,1,0.13,0.01
"recursos humanos en la empresa",13,1,,"Vistas creadas con IA",140,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.21,1.01,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,1,0.13,1.01
"selección de personal y reclutamiento",12,20,20,,170,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.18,2.38,https://www.openhr.cloud/blog/seleccion-y-reclutamiento-de-personal,1,0.13,2.38
"guia de reclutamiento y seleccion de personal",7,19,19,,10,I,"Reseñas, Vídeo, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/seleccion-personal,1,0.13,0
"onboarding en una empresa",14,1,,"Vistas creadas con IA",70,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.17,0.03,https://www.openhr.cloud/blog/onboarding-para-empresa,1,0.13,0.03
"herramienta de rrhh",37,5,5,,30,I,"Reseñas, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.73,2.83,https://www.openhr.cloud/blog/las-10-imprescindibles-herramientas-de-recursos-humanos,1,0.13,2.83
"herramienta de recursos humanos",21,4,4,,30,I,"Reseñas, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.25,0.66,https://www.openhr.cloud/blog/las-10-imprescindibles-herramientas-de-recursos-humanos,1,0.13,0.66
"herramienta rrhh",37,5,5,,20,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.71,2.77,https://www.openhr.cloud/blog/las-10-imprescindibles-herramientas-de-recursos-humanos,1,0.13,2.77
"planificacion de recursos humanos",11,1,,"Vistas creadas con IA",110,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.17,0.88,https://www.openhr.cloud/blog/planificacion-recursos-humanos,1,0.13,0.88
"insatisfaccion laboral ejemplos",6,4,4,,20,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/insatisfaccion-laboral,1,0.13,0
